identificador,nro_encuesta,zona,asentamiento,ciudad,tipo_formacion,tipo_formacion_otro,origen,origen_otro,poblador_mas_antiguo,poblador_mas_nuevo,superficie,numero_lotes,medida_lotes,numero_aprox_viviendas,numero_aprox_viviendas_precarias,numero_aprox_viviendas_precarias_otro,multiples_familias,tipo_propiedad,tipo_propiedad_fiscal,esta_loteada,plano_aprobado_muni,plano_aprobado_sas,conocimiento_adjudicacion,encargado_asignacion_lotes,encargado_asignacion_lotes_otros,ultima_salida_familia,desalojos,titulo_lotes,proceso_de_transferencia_titulos,razon_proceso_legalizacion,razon_proceso_legalizacion_otro,apoyo_organizacion,institucion_encargada_legalizacion,instucion_encargada_legalizacion_otro,legalizacion_etapa,legalizacion_etapa_otro,lotes_vendidos,lotes_vendidos_responsables,lotes_vendidos_precio,lotes_vendidos_destino,lotes_vendidos_destino_otro,excretas,escretas_otros,agua_tipo_provision,agua_tipo_conexion_regular,agua_tipo_provision_otro,agua_cantidad_familias,energia_tipo_provision,energia_cantidad_medidor,agua,agua_tiempo_tramites,agua_ano_obtencion,energia,energia_tiempo_tramites,energia_ano_obtencion,eliminacion_basura_tipo,eliminacion_basura_tipo_otro,cocina_metodo,cocina_metodo_otro,vias_acceso_material,vias_acceso_material_otro,caminos_material,caminos_material_otro,caminos_estado,calles_delimitadas_nombradas,calles_delimitadas_nombradas_otro,alumbrado_publico,alumbrado_publico_otro,alumbrado_publico_extension,alumbrado_publico_extension_otro,ong_asistencia,ong_proyectos,ong_familias_beneficiadas,ong_inicio_trabajos,programas_viviendas,programas_viviendas_lista,programas_viviendas_tipo,comision_vecinal,cooperativa,comedores,junta_saneamiento,guarderias,otras_organizaciones_asentamiento,ninguna_organizacion,comision_vecinal_participantes,organizacion_social_otro,comision_vecinal_eleccion_mecanismo,ribera_rio,arroyo,cerro,basurero,lineas_alta_tension,barrio_residencial,barranco,cantera,humedales,fabricas,ruta,lugares_cercanos_otro,distanica_comisaria,distancia_fiscalia_barrial,distancia_puesto_salud,distancia_hospital_publico,distancia_escuela_publica,distancia_escuela_privada,distancia_colegio_nacional,distancia_universidad,distancia_instituto_tecnico,distancia_transporte_publico,distancia_supermercado,distancia_centro_comunitario,distancia_cancha_deportiva,distancia_iglesia,distancia_zona_verde,distancia_comite_politico,obs_generales_lugar,problema_violencia,problema_desempleo,problema_drogadiccion,problema_educacion,problema_agua_potable,problema_salud,problema_falta_energia,problema_eliminacion_basura,problema_camino,problema_union_vecinos,problema_otro,aspectos_positivos,observaciones_grales,datos_adjuntos,asentamiento_intervenido_techo
19,502,,san roque,mariano roque alonso,migracion por factores economicos,,ocupacion ilegal,,1998,entre 2 y 3 años,,113,250,105,10,,si,municipal,,si,si,si,si,comision vecinal,,mas de 2 años,no,,,,,si,municipalidad,,finalizando,,si,los propios vecinos,ns/nr,para uso particular del vendedor,,inodoro conectado a fosa septica,,conexión regular,essap,,100,ANDE,80,si,mas de un año,,si,mas de un año,,servicio de recolección pagado,,leña y carbón,,tierra,,tierra,,regular,en todas las calles del barrio,,hechos por los vecinos,,en todas las calles del asentamiento,,no,,,,si,,"muro de contención, techo, programa de salud",si,no,si,no,si,,no,55,,"asamblea, votación",no,si,no,no,no,no,si,no,no,si,si,,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),"desborde del arroyo, salud",,,2,,,1,,,,,,"buenas personas, colaboradoras, existe unión",,,no
34,124,2,urbanizaciòn monterrey,fdo de la mora,f,venta de lotes,mediante una asociacion social,,1990,entre 5 y 10 años,21120,60,352,60,0,,si,privada,,si,si,si,si,urbanizadora/loteadora,,no hubo abandono,no,si,2 a 4 años,invalid,,si,municipalidad,,,en proceso,si,los propios vecinos,mas de 1.000.000,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,conexion regular,,100,ANDE,100,si,entre 1 a 3 meses,,si,4,,servicio de recolección pagado,,gas,,,,,,bueno,en todas las calles del barrio,,provistos por el estado,,en algunas de las calles del asentamiento,,no,,,,si,,"senavitat, techo",si,si,no,no,no,,no,20,,por voto,no,si,no,no,no,si,no,no,no,no,si,,a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),dentro del asentamiento,a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),"las casas de la urbanizaciòn se encuentran a la rivera del arroyo seco, que se encuentra bastante contraminado por basuras.",,,,,,,,,3,1,1- alcantarillado 2- seguridad,union entre los vecinos y solidaridad,,,no
33,121,1,sebastian larrosa,fdo de la mora,migracion por factores economicos,,ocupacion ilegal,,1955,entre 5 y 10 años,26400,110,,110,70,,no,sas,,si,en proceso,si,si,comision vecinal,,mas de 2 años,si,no,invalid,invalid,,si,sas,,en tramite con la sas,,si,los propios vecinos,mas de 1.000.000,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,conexion regular,,100,ANDE,100,si,entre 1 a 3 meses,,si,entre 6 meses y un año,,servicio de recolección pagado,,gas,,ripio,,ripio,,regular,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,si,,"techo, abrazo, tekopora",si,no,no,no,no,,no,60,,votacion (cada dos años),no,no,no,no,no,no,no,no,no,no,si,,entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),,,2,,1,,,,,,,oficios,"unidad vecinal, seguridad, gente trabajadora",,,no
32,127,3,san francisco,fdo de la mora,migracion por factores economicos,,ocupacion ilegal,,1994,menos de 1 año,40000,43,80,43,6,,si,fiscal,"no es fiscal, sino que tiene dos fincas de la sas y 4 fincas de la senavitat",si,en proceso,ns/nr,si,sas,,de 3 a 6 meses,no,no,mas de 7 años,,en proceso,no,,,en tramite con la sas,,si,los propios vecinos,ns/nr,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,conexion regular,,100,ANDE,90,si,entre 3 y 6 meses,,si,entre 3 y 6 meses,,servicio de recolección pagado,,gas,,,,,,regular,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,si,habitat,2,Menos de un año,no,habitat para la humanidad,vivienda,si,no,no,no,si,,no,7,,reglamento de la coordinadora de la comision vecinal de la municipalidad. se pide por nota y la coordinadora viene a hacer la asamblea y por votacion se elige los miembros,no,no,no,no,no,no,no,no,no,no,no,arroyo seco (canal),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),"canal, un poco de basura, que se desborda con la lluvia.",6,3,5,4,2,,,,,1,regularizaciòn del terreno,algunas familias son positivas,,,no
31,120,1,la milagrosa (kokue guasu),fdo de la mora,migracion por factores economicos,,ocupacion ilegal,,invalid,menos de 1 año,6400,70,,70,0,,no,privada,,si,si,no,si,comision vecinal,,1 año,no,no,invalid,invalid,,no,,,iniciando,,si,los propios vecinos,mas de 1.000.000,ns/nr,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,conexion regular,,100,ANDE,100,si,entre 1 a 3 meses,,si,entre 3 y 6 meses,,servicio de recolección pagado,,gas,,,,,,malo,únicamente en la calle principal del barrio,,provistos por el estado,,en algunas de las calles del asentamiento,,no,,,,si,,"abrazo, ayuda a madres solteras",si,no,no,no,no,,no,60,,votacion,no,no,no,no,no,no,no,no,si,si,no,,entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),dentro del asentamiento,dentro del asentamiento,a menos de 10 cuadras (1 km),,,,,,,,,2,1,,ayuda para regular las gestiones,"ubicación, unidad vecinal, seguridad",,,no
30,122,2,ko'eju,fdo de la mora,migracion por factores economicos,,ocupacion ilegal,,1990,menos de 1 año,4,159,250,159,0,,si,privada,,si,no,ns/nr,si,h,Conavi,de 3 a 6 meses,no,no,mas de 7 años,ya se ha intentado legalizar y no se ha dado resultado,,si,municipalidad,,en tramite con la sas,,si,los propios vecinos,mas de 1.000.000,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,pozo comunal,,,100,ANDE,100,si,5,,si,invalid,,servicio de recolección pagado,,gas,,,,,,bueno,en todas las calles del barrio,,provistos por el estado,,en algunas de las calles del asentamiento,,si,gobernacion,,,si,,"sembrando oportunidades, techo (hs)",si,no,no,no,no,,no,7,,por voto,no,no,no,no,no,si,no,no,no,si,no,,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),,4,2,3,,5,,,,,1,titulos,son muy solidarios,,,no
29,123,2,ko'e pyahu,fdo de la mora,migracion por factores economicos,,ocupacion ilegal,,1995,entre 2 y 3 años,1296,24,54,24,4,,si,privada,,no,no,no,no,comision vecinal,,mas de 2 años,si,no,mas de 7 años,ya se ha intentado legalizar y no se ha dado resultado,,no,,,,los tramites se encuentran parados,si,los propios vecinos,mas de 1.000.000,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexion irregular,,,100,irregular,30,no,5,,si,mas de un año,,servicio de recolección pagado,,gas,,,,,,malo,únicamente en la calle principal del barrio,,provistos por el estado,,en algunas de las calles del asentamiento,,no,,,,si,,senavitad - techo,si,no,no,no,no,,no,15,,cada dos años con votaciòn de el tsje,no,no,no,no,no,no,no,no,no,no,no,,entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),dentro del asentamiento,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),,3,5,4,,,2,,,,1,vivienda,son muy solidarios entre ellos.,,,no
28,128,3,cerrito,fdo de la mora,vinculos familiares,,ocupacion ilegal,,1989,entre 2 y 3 años,20000,178,124,178,30,,si,municipal,,si,si,ns/nr,no,un miembro del asentamiento,,de 3 a 6 meses,no,si,1 a 2 años,invalid,,si,municipalidad,,,"la mayoria tienen titulos, algunos en tramite",si,los propios vecinos,mas de 1.000.000,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,conexion regular,,100,ANDE,90,si,entre 1 a 3 meses,,si,4,,servicio de recolección pagado,,gas,,,,,,regular,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,si,,necesitan puestos de seguridad,no,no,no,no,si,,no,15,,asamblea con presencia del tsje,no,si,no,si,no,si,si,no,no,si,si,,a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),dentro del asentamiento,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),,3,,2,,,,,,,1,seguridad,"solidaridad de los vecinos, union!",,,no
27,125,3,6 de enero,fdo de la mora,migracion por factores economicos,,ocupacion ilegal,,1995,entre 5 y 10 años,30000,39,360,27,15,,si,privada,,si,no,no,si,un miembro del asentamiento,,mas de 2 años,no,no,invalid,ya se ha intentado legalizar y no se ha dado resultado,,no,,,,pasado,si,los propios vecinos,mas de 1.000.000,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,conexion regular,,100,ANDE,70,si,entre 1 a 3 meses,,si,4,,servicio de recolección pagado,,gas,,,,,,regular,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,no,,senavitat,si,no,no,no,no,,no,9,,"comisión vecinal, tei",no,no,no,no,no,no,no,no,no,no,si,canal,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),"estan viendo el sistema de desague, muchos tiran en el canal",3,2,1,,,,,,,,,la gente es unida cuando hay problemas de salud,,,no
26,265,,3 de febrero,fdo de la mora,migracion por factores economicos,,ocupacion ilegal,,1989,entre 5 y 10 años,6000,24,270,30,5,,si,municipal,,si,si,si,si,municipalidad,,no hubo abandono,no,no,mas de 7 años,,en proceso,si,,"municipalidad, ""comité iglesia""",finalizando,,si,los propios vecinos,ns/nr,ns/nr,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,conexion regular,,90,ANDE,100,si,mas de un año,,si,mas de un año,,servicio de recolección pagado,,gas,,,,,,bueno,en todas las calles del barrio,,hechos por los vecinos,,en algunas de las calles del asentamiento,,no,,,,no,senavitat,,no,no,no,no,no,,si,,,,no,no,no,no,no,no,no,no,no,no,si,,entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),,2,,1,,,,,,,,,se conocen y se ayudan entre todos.,,,no
25,129,3,20 de marzo,fdo de la mora,migracion por factores economicos,,ocupacion ilegal,,1992,menos de 1 año,20000,48,98,50,4,,si,municipal,,si,si,no,si,un miembro del asentamiento,,de 3 a 6 meses,no,no,mas de 7 años,no ha habido interes en legalizar las tierras,,no,,,,paralizado,si,los propios vecinos,ns/nr,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,conexion regular,,80,ANDE,50,si,entre 1 a 3 meses,,si,entre 3 y 6 meses,,servicio de recolección pagado,,gas,,,,,,regular,en todas las calles del barrio,,provistos por el estado,,,en cada esquina,si,canal  y empedrado de la municipalidad,todas,desde que entraron hace 4 años que no trabajan,si,,programas de vivienda,no,no,no,no,no,,si,60,,por votacion a travez de coordinador de comision vecinal del tei,no,no,no,no,no,no,no,no,no,no,no,canal,entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),el canal esta contaminado en el barrio,,1,2,,,,,,,,,unidos cuando necesitan ayuda hacen colectas,,,no
24,313,,virgen de los pobres,mariano roque alonso,migracion por factores economicos,,ocupacion ilegal,,2013,menos de 1 año,50000,15,84,15,15,,no,privada,,si,si,ns/nr,si,comision vecinal,,1 año,no,si,,,,si,,,iniciando,,no,,,,,no tiene,,conexión regular,,,100,irregular,,si,entre 1 y 3 meses,,no,,,servicio de recolección pagado,,leña y carbón,,,,tierra,,malo,en todas las calles del barrio,,provistos por el estado,,únicamente en la calle principal,,no,,,,no,,"techo sas, senavitat",si,no,no,no,no,,si,15,,votacion,si,si,no,si,no,no,no,no,si,si,no,,entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),"el asentamiento es muy barroso, tiene lodo por todas partes. no tienen calles sino pasillos ya que abrca menos de una cuadra nomas",,,,,,1,,,,2,techo,estan en la altura y no se inunda. unidad entre los vecinos,,,no
23,308,,virgen de guadalupe,mariano roque alonso,reubicacion,,mediante una asociacion social,,2007,menos de 1 año,22100,73,200,72,6,,si,sas,,si,si,si,si,propietario o particular,,de 3 a 6 meses,no,si,,,,no,,,finalizando,,si,los propios vecinos,ns/nr,mejoras para el asentamiento,,,desague cloacal muy precario,conexión regular,,,100,ANDE,6,si,,,no,,,,,,,ripio,,ripio,,malo,únicamente en la calle principal del barrio,,no,,,,no,,,,no,,"cloacas, necesitan desague y arreglar las calles",si,no,no,no,no,,no,13,,asamblea,si,no,no,no,no,no,no,no,si,si,si,,entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),dentro del asentamiento,dentro del asentamiento,dentro del asentamiento,a menos de 10 cuadras (1 km),,,,,,,,,,,,,tienen la posibilidad de tener un terreno con casa propia,,,no
22,316,,villa alegre,mariano roque alonso,reubicacion,,e,negociacion con militares de lino'o,1995,menos de 1 año,130000,200,300,200,30,,si,municipal,,si,en proceso,,si,propietario o particular,,menos de 1 mes,no,invalid,,,,no,,,,,si,los propios vecinos,,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,,,90,ANDE,100,si,entre 1 y 3 meses,,si,entre 3 y 6 meses,,tira y quema,,,,asfalto,,ripio,,regular,en todas las calles del barrio,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,no,,estan abandonados en cuanto a salud y necesitan asistencia para los niños,si,no,no,no,no,,no,18,,votos asamblea,no,si,no,no,si,no,si,si,si,si,si,,entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),cuando llueve todo se inunda necesitan asistencia ya que tambien crece el arroyo,1,2,3,6,,4,,,5,,,la cooperacion,,,no
21,256,,vecinos unidos,mariano roque alonso,migracion por factores economicos,,ocupacion ilegal,,2009,menos de 1 año,30000,134,135,124,80,,no,fiscal,Un extranjero compro como privado pero en la municipalidad figura como fiscal,si,si,no,si,propietario o particular,,menos de 1 mes,si,si,,,en proceso,no,,,,litigio,si,los propios vecinos,más de 500.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,conexion regular,,100,irregular,,si,entre 6 meses y un año,,no,,,,,,,,,tierra,,malo,no,,no,,,,no,,,,no,,vivienda,si,no,no,no,no,,no,12,,votacion,si,no,no,no,no,no,no,no,no,si,no,,entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),"muy cercano al rio, pescadores que decidieron ir a vivir en la zona. no poseen energia legal por ser un lugar de alto riesgo.",,,,,,,2,,,,1. viviendas y legalizacion,ganas de ser legales,,,no
20,306,,santa catalina,mariano roque alonso,f,falta de vivienda,e,cedidas por propietario,2000,mas de 10 años,20000,40,220,40,34,,si,municipal,,no,en proceso,no,si,comision vecinal,,no hubo abandono,si,si,,ya se ha intentado legalizar y no se ha dado resultado,,no,,,iniciando,,no,,,,,inodoro conectado a fosa septica,,conexión regular,,,100,ANDE,55,si,entre 1 y 3 meses,,no,,,tira y quema,,leña y carbón,,,,tierra,,malo,no,,provistos por el estado,,en algunas de las calles del asentamiento,,no,,,,no,,"vivienda digna, puestos de salud, alimentacion",si,no,no,no,no,,no,todos,,por votacion interna,no,no,no,si,no,no,no,no,no,si,si,,entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),precariedad del servicio de transporte publico,,,,,,1,,,,1,viviendas,"no hay delincuencia, son muy unidos",,,no
18,320,,san isidro,mariano roque alonso,migracion por factores economicos,,ocupacion ilegal,,1996,mas de 10 años,8000,16,280,16,4,,si,municipal,,si,si,si,si,comision vecinal,,mas de 2 años,no,si,2 a 4 años,,,,,,,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,inodoro conectado a fosa septica,,conexion irregular,,,100,irregular,25,no,,,si,entre 3 y 6 meses,,servicio de recolección pagado,,leña y carbón,,,,,,bueno,en todas las calles del barrio,,hechos por los vecinos,,en todas las calles del asentamiento,,no,,,,no,,"senavitat, techo",si,no,no,no,no,,no,16,,cada 5 años votan por un presidente,no,no,no,no,no,si,no,no,si,no,no,,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),dentro del asentamiento,mas de 50 cuadras(+5 km),,,1,2,,,,,,,,,unidad,,,no
17,321,5,remansito,mariano roque alonso,f,falta de vivienda,ns/nr,negociación con dueños,2008,entre 2 y 3 años,27000,50,360,50,20,,si,sas,,si,si,si,si,sas,,mas de 2 años,no,si,2 a 4 años,,"recién cuando paguen, empezarán todo",si,,cnst,,no empezo,no,,,,,inodoro conectado a fosa septica,,conexión regular,,,100,ANDE,100,si,mas de un año,,si,mas de un año,,servicio de recolección pagado,,gas,,,,,,,en todas las calles del barrio,,,"provistos por el estado, hechos por los vecinos",en todas las calles del asentamiento,,si,construcción de viviendas senavitat,30,8 meses,si,senavitat,techo,si,no,no,no,no,organización social aparte,no,30 familias,,elecciones,no,no,no,no,no,si,no,no,no,si,si,,entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,dentro del asentamiento,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),dentro del asentamiento,mas de 50 cuadras(+5 km),dentro del asentamiento,dentro del asentamiento,dentro del asentamiento,a menos de 10 cuadras (1 km),"arreglo de las calles. area recreativas 
20 familias viviendo en viviendas precarias",,,,,,1,,,2,3,arreglo de calles,organización para la potabilización del agua,,,no
